id,name,did,fid,sid,works_count
T13246,"Agriculture, Plant Science, Crop Management",D3,F17,S146,107037
T10947,Fluorine in Organic Chemistry,D3,F21,S184,107006
T13912,"Language, Linguistics, Cultural Analysis",D2,F12,S100,106961
T14006,"Linguistics, Language Diversity, and Identity",D2,F12,S100,106924
T10122,Toxic Organic Pollutants Impact,D1,F4,S44,106886
T10835,Carbohydrate Chemistry and Synthesis,D1,F7,S63,106882
T11178,Receptor Mechanisms and Signaling,D3,F18,S158,106809
T10531,Advanced Vision and Imaging,D1,F3,S28,106592
T11990,Global Health Workforce Issues,D4,F23,S227,106522
T10041,COVID-19 Clinical Research Studies,D4,F22,S195,106469
T10762,"Migration, Health and Trauma",D2,F15,S130,106448
T10718,Political Philosophy and Ethics,D2,F13,S108,106443
T10376,Suicide and Self-Harm Studies,D2,F15,S130,106257
T10036,Advanced Neural Network Applications,D1,F3,S28,106147
T12002,"Computability, Logic, AI Algorithms",D1,F3,S31,106106
T10267,Higher Education Research Studies,D2,F13,S107,106081
T14254,Digital Media and Visual Art,D1,F3,S33,106047
T14483,Education and Teacher Training,D2,F13,S107,106024
T10170,Retinal Diseases and Treatments,D4,F22,S206,105927
T10196,Pain Mechanisms and Treatments,D4,F22,S166,105919
T10830,Airway Management and Intubation Techniques,D4,F22,S218,105917
T13152,French Language Learning Methods,D2,F13,S120,105868
T11470,Legume Nitrogen Fixing Symbiosis,D3,F17,S146,105792
T13315,Occupational Health and Safety in Workplaces,D4,F23,S229,105790
T10283,Hearing Loss and Rehabilitation,D3,F19,S173,105701
T10926,Peripheral Artery Disease Management,D4,F22,S190,105623
T14159,Discourse Analysis and Cultural Communication,D2,F13,S112,105496
T10887,Bioinformatics and Genomic Networks,D3,F18,S158,105463
T11260,Tracheal and airway disorders,D4,F22,S200,105446
T10218,Sepsis Diagnosis and Treatment,D4,F22,S193,105304
T10436,Anesthesia and Sedative Agents,D4,F22,S218,105266
T10542,Vestibular and auditory disorders,D3,F19,S172,105018
T10341,Coral and Marine Ecosystems Studies,D1,F4,S42,104970
T13347,Christian Theology and Mission,D2,F12,S96,104907
T13801,Urban Arborization and Environmental Studies,D1,F4,S37,104676
T11217,Cardiac Arrhythmias and Treatments,D4,F22,S196,104563
T11285,Hearing Impairment and Communication,D2,F15,S134,104458
T10994,"Terrorism, Counterterrorism, and Political Violence",D2,F13,S105,104343
T12831,School Health and Nursing Education,D4,F23,S230,104291
T11556,"Poverty, Education, and Child Welfare",D2,F13,S124,104246
T13506,Botanical Research and Chemistry,D3,F17,S148,104125
T12282,Mineral Processing and Grinding,D1,F1,S5,104043
T12470,Caribbean and African Literature and Culture,D2,F12,S96,104025
T10778,Philosophy and History of Science,D2,F12,S99,103977
T12017,Recycling and Waste Management Techniques,D1,F4,S7,103968
T10731,Educational Games and Gamification,D2,F15,S134,103950
T14225,Advanced Sensor and Control Systems,D1,F1,S9,103938
T11515,Bacillus and Francisella bacterial research,D3,F18,S158,103826
T11462,Museums and Cultural Heritage,D2,F12,S95,103741
T10027,"Diabetes, Cardiovascular Risks, and Lipoproteins",D4,F22,S212,103520
T14469,Renaissance Literature and Culture,D2,F12,S98,103510
T10329,Thyroid Cancer Diagnosis and Treatment,D4,F22,S212,103455
T10003,Innovation and Knowledge Management,D2,F16,S137,103452
T11059,Market Dynamics and Volatility,D2,F11,S89,103309
T10179,Supercapacitor Materials and Fabrication,D1,F5,S52,103288
T11634,Water Quality and Pollution Assessment,D1,F4,S43,103205
T12629,Island Studies and Pacific Affairs,D2,F13,S114,103194
T10478,Diamond and Carbon-based Materials Research,D1,F5,S46,103190
T10873,Bacterial Infections and Vaccines,D3,F20,S182,102983
T10306,Liquid Crystal Research Advancements,D1,F5,S52,102946
T13877,Law in Society and Culture,D2,F13,S110,102844
T13367,Cultural and Sociopolitical Studies,D2,F12,S95,102804
T11955,Urban and spatial planning,D1,F4,S41,102782
T10930,Flood Risk Assessment and Management,D1,F4,S40,102767
T13565,Education and Learning Interventions,D1,F3,S26,102707
T11815,Urological Disorders and Treatments,D4,F22,S219,102680
T10784,Muscle activation and electromyography studies,D1,F1,S8,102677
T12781,Global Health Care Issues,D4,F23,S224,102667
T10551,Scheduling and Optimization Algorithms,D1,F1,S7,102636
T10156,"LGBTQ Health, Identity, and Policy",D2,F15,S132,102537
T10071,Bone health and osteoporosis research,D4,F22,S199,102524
T10130,Mathematics Education and Teaching Techniques,D2,F13,S107,102513
T10880,Environmental Sustainability in Business,D2,F16,S142,102500
T12395,Educational Innovations and Technology,D1,F3,S26,102428
T12300,Advanced Electrical Measurement Techniques,D1,F1,S2,102418
T12100,Advanced Mathematical Modeling in Engineering,D1,F3,S31,102405
T14115,Legal processes and jurisprudence,D2,F13,S110,102287
T11153,Streptococcal Infections and Treatments,D4,F22,S192,102236
T10056,Neurotransmitter Receptor Influence on Behavior,D3,F19,S171,102210
T10699,Primate Behavior and Ecology,D2,F15,S132,102116
T10599,Reconstructive Surgery and Microvascular Techniques,D4,F22,S190,102083
T10380,Intimate Partner and Family Violence,D2,F13,S123,101914
T10198,Heart Failure Treatment and Management,D4,F22,S196,101905
T11528,Lichen and fungal ecology,D3,F17,S148,101854
T14246,E-Learning and Knowledge Management,D1,F3,S27,101842
T10392,Cutaneous Melanoma Detection and Management,D4,F22,S204,101760
T10212,Electrochemical sensors and biosensors,D1,F1,S2,101747
T13838,Plant and soil sciences,D3,F17,S154,101563
T12111,Industrial Vision Systems and Defect Detection,D1,F1,S7,101511
T10832,Pituitary Gland Disorders and Treatments,D4,F22,S212,101501
T10836,Metabolomics and Mass Spectrometry Studies,D3,F18,S158,101238
T11245,Advanced Numerical Analysis Techniques,D1,F1,S3,101079
T11725,Immunodeficiency and Autoimmune Disorders,D3,F20,S179,101050
T10088,Thermochemical Biomass Conversion Processes,D1,F1,S8,101004
T11640,Linguistic Variation and Morphology,D2,F13,S120,100950
T11340,Marine Sponges and Natural Products,D3,F18,S167,100912
T10676,"Genetics, Aging, and Longevity in Model Organisms",D3,F18,S168,100857
T12658,Language and Culture,D2,F13,S120,100786
T10890,Trypanosoma species research and implications,D4,F22,S193,100781
T10410,COVID-19 epidemiological studies,D1,F8,S72,100736
T12717,Space exploration and regulation,D1,F2,S18,100730
T10279,Urinary Bladder and Prostate Research,D4,F22,S219,100711
T11336,Energy and Environment Impacts,D1,F4,S45,100703
T10713,Structural Load-Bearing Analysis,D1,F1,S6,100649
T10225,Essential Oils and Antimicrobial Activity,D3,F17,S151,100519
T12374,European and International Contract Law,D2,F13,S110,100516
T10287,Algebraic structures and combinatorial models,D1,F8,S69,100505
T10517,"Financial Literacy, Pension, Retirement Analysis",D2,F16,S138,100353
T10386,Microstructure and Mechanical Properties of Steels,D1,F1,S5,100336
T14127,Food and Agricultural Sciences,D3,F17,S151,100288
T11242,Nuclear Materials and Properties,D1,F5,S46,100249
T10498,Migraine and Headache Studies,D4,F22,S202,100226
T14238,Historical Gender and Feminism Studies,D2,F13,S105,100179
T10590,Chalcogenide Semiconductor Thin Films,D1,F1,S2,100072
T13280,Biomedical and Engineering Education,D1,F1,S8,100055
T10837,Dermatology and Skin Diseases,D4,F22,S203,100038
T12816,Global Public Health Policies and Epidemiology,D2,F16,S141,99917
T11070,Soviet and Russian History,D2,F13,S108,99870
T14235,"Linguistic, Cultural, and Literary Studies",D2,F13,S105,99864
T10102,scientometrics and bibliometrics research,D2,F14,S127,99784
T10404,Enzyme Catalysis and Immobilization,D3,F18,S158,99628
T12376,Corporate Management and Leadership,D2,F16,S141,99609
T12375,Cuban History and Society,D2,F13,S105,99604
T10197,Membrane Separation Technologies,D1,F4,S43,99530
T13005,Religious Studies and Spiritual Practices,D2,F12,S92,99504
T10506,Aquaculture disease management and microbiota,D3,F20,S179,99376
T10866,Nutritional Studies and Diet,D4,F22,S192,99165
T13412,Education and Technology Integration,D2,F13,S107,99088
T10516,Parathyroid Disorders and Treatments,D4,F22,S217,98992
T11157,Chronic Lymphocytic Leukemia Research,D4,F22,S159,98976
T10368,Dental Health and Care Utilization,D4,F25,S239,98914
T11179,Nematode management and characterization studies,D3,F17,S146,98914
T12233,Geotechnical Engineering and Underground Structures,D1,F1,S6,98912
T12857,Medieval Philosophy and Theology,D2,F12,S92,98905
T10564,Wastewater Treatment and Nitrogen Removal,D1,F4,S45,98875
T10079,Nanoparticles: synthesis and applications,D1,F5,S46,98863
T10145,Consumer Behavior in Brand Consumption and Identification,D2,F16,S142,98759
T12606,Diptera species taxonomy and behavior,D3,F17,S148,98615
T13003,Regional Development and Environment,D2,F13,S105,98606
T11814,Advanced Manufacturing and Logistics Optimization,D1,F1,S7,98590
T11376,Geriatric Care and Nursing Homes,D4,F23,S224,98558
T10913,Molecular Junctions and Nanostructures,D1,F1,S2,98479
T10453,Maternal and Perinatal Health Interventions,D4,F22,S191,98458
T10274,Synthesis and biological activity,D1,F7,S63,98438
T10553,Combustion and flame dynamics,D1,F1,S3,98378
T14010,Food Industry and Aquatic Biology,D3,F17,S151,98372
T12929,Animal Genetics and Reproduction,D3,F18,S159,98337
T14376,Science and Education Research,D2,F13,S107,98334
T10883,Ethics and Social Impacts of AI,D2,F13,S124,98299
T10612,Magnetism in coordination complexes,D1,F5,S52,98284
T14355,Historical Studies of British Isles,D2,F12,S97,98242
T11698,Underwater Acoustics Research,D1,F6,S57,98227
T13759,Medical Imaging and Pathology Studies,D4,F22,S200,98077
T10277,Vitamin D Research Studies,D4,F22,S205,98049
T11287,Cancer Genomics and Diagnostics,D3,F18,S163,98035
T10499,Folate and B Vitamins Research,D4,F22,S211,98017
T14330,Library Science and Information Systems,D1,F3,S26,98003
T11270,Complex Systems and Time Series Analysis,D2,F11,S89,97920
T12091,Peatlands and Wetlands Ecology,D1,F4,S42,97913
T10235,Health disparities and outcomes,D2,F13,S123,97779
T10502,Advanced Memory and Neural Computing,D1,F1,S2,97723
T12886,Historical and Cultural Studies of Poland,D2,F12,S97,97617
T13618,Regional Socio-Economic Development Trends,D2,F13,S114,97450
T13195,Medieval Iberian Studies,D2,F12,S98,97339
T12921,European Criminal Justice and Data Protection,D2,F13,S108,97271
T10076,Plant-Microbe Interactions and Immunity,D3,F17,S146,97203
T11871,Advanced Statistical Methods and Models,D1,F8,S70,97180
T11171,Diabetes and associated disorders,D3,F18,S159,97115
T12783,"Migration, Aging, and Tourism Studies",D2,F13,S114,97083
T12417,Morphological variations and asymmetry,D1,F8,S69,96943
T10342,Circadian rhythm and melatonin,D3,F19,S175,96931
T13402,Business Strategy and Innovation,D2,F16,S137,96911
T12647,Traditional Chinese Medicine Studies,D4,F22,S197,96892
T10717,Aluminum Alloys Composites Properties,D1,F1,S5,96890
T10316,Sleep and related disorders,D2,F15,S133,96888
T10734,Information and Cyber Security,D1,F3,S26,96870
T10273,IoT and Edge/Fog Computing,D1,F3,S29,96734
T12084,Synthesis and properties of polymers,D1,F5,S51,96719
T10903,Porphyrin and Phthalocyanine Chemistry,D1,F5,S46,96717
T11372,Hydraulic and Pneumatic Systems,D1,F1,S5,96522
T10201,Speech Recognition and Synthesis,D1,F3,S25,96446
T10678,Inflammatory mediators and NSAID effects,D4,F22,S185,96317
T10219,Mechanical Behavior of Composites,D1,F1,S10,96168
T13770,Pediatric health and respiratory diseases,D4,F23,S227,96095
T11960,Relativity and Gravitational Theory,D1,F2,S18,96068
T11691,Forest Insect Ecology and Management,D1,F4,S42,96033
T13561,Chemical Reactions and Isotopes,D3,F21,S184,95744
T12127,Software System Performance and Reliability,D1,F3,S29,95723
T10370,Traffic and Road Safety,D1,F1,S11,95684
T12741,Maternal and Neonatal Healthcare,D4,F23,S224,95675
T10728,Pulmonary Hypertension Research and Treatments,D4,F22,S200,95633
T10261,Genetic Associations and Epidemiology,D3,F18,S159,95583
T10175,Advanced DC-DC Converters,D1,F1,S2,95577
T13742,Metallurgy and Cultural Artifacts,D2,F13,S101,95514
T12614,Indigenous Studies and Ecology,D4,F23,S224,95495
T10976,Viral gastroenteritis research and epidemiology,D4,F22,S195,95472
T12467,Rangeland Management and Livestock Ecology,D1,F4,S37,95338
T11106,Data Management and Algorithms,D1,F3,S32,95279
T10442,Knee injuries and reconstruction techniques,D4,F22,S190,95257
T11147,Misinformation and Its Impacts,D2,F13,S105,95165
T11631,"Retirement, Disability, and Employment",D2,F13,S114,95153
T10657,Topological Materials and Phenomena,D1,F2,S19,95134
T13521,Psychosocial Factors Impacting Youth,D2,F13,S105,95082
T10050,Multi-Criteria Decision Making,D2,F14,S128,95034
T11076,Policing Practices and Perceptions,D2,F13,S108,95026
T11036,Antibiotics Pharmacokinetics and Efficacy,D4,F22,S185,94919
T11243,Respiratory viral infections research,D4,F22,S193,94846
T12754,Plant Growth and Agriculture Techniques,D3,F17,S152,94781
T11079,Creativity in Education and Neuroscience,D2,F15,S133,94773
T12739,Historical Studies on Spain,D2,F12,S97,94739
T10988,Advanced Fiber Laser Technologies,D1,F2,S19,94710
T10768,Electric Vehicles and Infrastructure,D1,F1,S2,94624
T10035,Phytochemicals and Antioxidant Activities,D4,F22,S165,94593
T12623,"Cultural, Media, and Literary Studies",D2,F12,S92,94592
T12795,Banana Cultivation and Research,D3,F17,S146,94582
T13439,Transport and Economic Policies,D2,F16,S137,94552
T13205,Geological and Geophysical Studies Worldwide,D1,F6,S56,94533
T12231,Contemporary Sociological Theory and Practice,D2,F13,S105,94525
T11257,Taxation and Compliance Studies,D2,F11,S89,94381
T13352,International Relations in Latin America,D2,F13,S108,94325
T10258,Philosophy and Theoretical Science,D2,F15,S133,94315
T10856,Intellectual Property and Patents,D2,F16,S140,94303
T12203,Mobile Agent-Based Network Management,D1,F3,S29,94277
T10823,Research on Leishmaniasis Studies,D4,F22,S192,94274
T12330,Botanical Research and Applications,D3,F17,S151,94242
T13029,South Asian Studies and Conflicts,D2,F13,S108,94145
T12798,Religious Tourism and Spaces,D2,F13,S119,94130
T11144,melanin and skin pigmentation,D3,F18,S160,94129
T13494,Military History and Strategy,D2,F13,S108,94051
T11965,"Quantum, superfluid, helium dynamics",D1,F2,S19,94004
T12775,Legal Issues in South Africa,D2,F13,S110,94003
T13690,Quality and Safety in Healthcare,D4,F23,S231,93978
T12503,Social Acceptance of Renewable Energy,D2,F13,S105,93933
T13766,"Media, Journalism, and Communication History",D2,F12,S97,93924
T12213,Marine Ecology and Invasive Species,D1,F4,S40,93915
T10536,Endodontics and Root Canal Treatments,D4,F25,S240,93905
T10222,Genomics and Chromatin Dynamics,D3,F18,S158,93871
T11674,Sports Analytics and Performance,D2,F11,S89,93870
T10915,Trace Elements in Health,D4,F24,S235,93836
T12720,Multimedia Communication and Technology,D2,F13,S105,93828
T10647,Coastal and Marine Dynamics,D1,F6,S59,93772
T11711,COVID-19 Pandemic Impacts,D2,F11,S89,93630
T10430,Software Engineering Techniques and Practices,D1,F3,S26,93550
T13236,Geotechnical and construction materials studies,D1,F1,S6,93530
T10414,Cannabis and Cannabinoid Research,D4,F22,S185,93517
T10772,Distributed systems and fault tolerance,D1,F3,S29,93384
T12329,Hemiptera Insect Studies,D3,F17,S148,93296
T10024,TiO2 Photocatalysis and Solar Cells,D1,F9,S78,93267
T10649,Multiple Myeloma Research and Treatments,D4,F22,S216,93090
T13944,Psychiatric care and mental health services,D2,F15,S130,92968
T10402,Phase Equilibria and Thermodynamics,D1,F1,S8,92954
T10441,Muscle Physiology and Disorders,D3,F18,S158,92878
T10754,Neuroendocrine Tumor Research Advances,D4,F22,S193,92856
T11253,Nail Diseases and Treatments,D4,F22,S193,92821
T14276,Power Systems and Technologies,D1,F1,S2,92759
T10654,Pneumonia and Respiratory Infections,D4,F22,S193,92736
T10433,Carcinogens and Genotoxicity Assessment,D3,F18,S163,92730
T11122,Online Learning and Analytics,D1,F3,S27,92713
T12619,Political Systems and Governance,D2,F13,S108,92687
T12811,"Aging, Health, and Disability",D4,F22,S192,92644
T11246,Sports injuries and prevention,D4,F22,S199,92643
T10894,Groundwater flow and contamination studies,D1,F4,S38,92621
T10979,Breastfeeding Practices and Influences,D4,F22,S193,92577
T10566,Laser-Matter Interactions and Applications,D1,F2,S19,92538
T10577,Hydrology and Sediment Transport Processes,D1,F4,S42,92493
T12596,Cephalopods and Marine Biology,D3,F17,S148,92488
T10229,Geometric Analysis and Curvature Flows,D1,F8,S71,92480
T10971,Olfactory and Sensory Function Studies,D3,F19,S176,92444
T10438,"Energy, Environment, Economic Growth",D2,F11,S89,92441
T14009,Ecology and Conservation Studies,D3,F17,S146,92423
T13409,Paleopathology and ancient diseases,D2,F12,S101,92404
T10148,Advanced MIMO Systems Optimization,D1,F1,S2,92371
T10390,Ovarian function and disorders,D4,F22,S189,92325
T13186,Russia and Soviet political economy,D2,F13,S108,92306
T10691,Retinal Development and Disorders,D3,F18,S158,92268
T13337,Korean Peninsula Historical and Political Studies,D2,F13,S105,92260
T11056,Physiological and biochemical adaptations,D1,F4,S42,92233
T10987,Microfinance and Financial Inclusion,D2,F11,S89,92176
T11330,Systemic Sclerosis and Related Diseases,D4,F22,S205,92147
T11007,Hybrid Renewable Energy Systems,D1,F9,S80,92137
T12743,Spanish Culture and Identity,D2,F12,S92,92130
T12972,German Colonialism and Identity Studies,D2,F12,S93,92113
T10688,Image and Signal Denoising Methods,D1,F3,S28,91986
T10509,"Religion, Spirituality, and Psychology",D2,F13,S123,91975
T10598,Cardiac pacing and defibrillation studies,D4,F22,S196,91971
T10327,Adolescent Sexual and Reproductive Health,D4,F23,S224,91943
T10104,Nanofluid Flow and Heat Transfer,D1,F1,S8,91905
T10142,Formal Methods in Verification,D1,F3,S31,91694
T10191,Robotics and Sensor-Based Localization,D1,F1,S1,91657
T14166,European Monetary and Fiscal Policies,D2,F11,S91,91606
T13831,Archaeological and Geological Studies,D2,F12,S101,91534
T12996,Cancer Research and Treatments,D3,F18,S167,91530
T11927,Plant Reproductive Biology,D3,F18,S158,91493
T10902,Complementary and Alternative Medicine Studies,D4,F22,S197,91458
T10662,Ultrasonics and Acoustic Wave Propagation,D1,F1,S10,91416
T11433,Emotional Intelligence and Performance,D2,F15,S132,91346
T10670,Aluminum Alloy Microstructure Properties,D1,F1,S1,91246
T12432,Arctic and Russian Policy Studies,D2,F13,S105,91180
T10763,Digital Transformation in Industry,D1,F1,S7,91111
T11536,Consumer Retail Behavior Studies,D2,F16,S142,91058
T14090,Health and Conflict Studies,D4,F23,S224,91026
T10923,Force Microscopy Techniques and Applications,D1,F2,S19,90993
T10552,Colorectal Cancer Screening and Detection,D4,F22,S204,90886
T14099,Synthesis and Characterization of Heterocyclic Compounds,D1,F7,S63,90873
T14342,"Military, Security, and Education Studies",D2,F13,S105,90789
T10507,Biodiesel Production and Applications,D1,F1,S8,90787
T11155,Toxoplasma gondii Research Studies,D3,F20,S181,90747
T10208,Labor market dynamics and wage inequality,D2,F11,S89,90659
T10635,Hydraulic Fracturing and Reservoir Analysis,D1,F1,S5,90538
T13970,Pharmacy and Medical Practices,D3,F21,S185,90506
T13342,Art History and Market Analysis,D2,F12,S103,90469
T11395,Radiopharmaceutical Chemistry and Applications,D4,F22,S198,90455
T14332,European Linguistics and Anthropology,D2,F13,S106,90358
T11578,Plant Pathogenic Bacteria Studies,D3,F17,S146,90238
T10771,Wound Healing and Treatments,D4,F22,S214,90233
T12630,African Botany and Ecology Studies,D3,F17,S155,90228
T10570,Drug Transport and Resistance Mechanisms,D4,F22,S204,90217
T10677,Attachment and Relationship Dynamics,D2,F15,S132,90158
T10992,Forensic Anthropology and Bioarchaeology Studies,D2,F12,S101,90138
T10449,Renal cell carcinoma treatment,D4,F22,S200,90130
T10426,Child Abuse and Trauma,D2,F15,S130,90041
T13133,Architecture and Art History Studies,D2,F12,S103,89959
T13796,Neurological Disorders and Treatments,D3,F19,S172,89907
T11244,Climate Change and Health Impacts,D1,F4,S44,89887
T11146,Hormonal and reproductive studies,D4,F22,S212,89863
T10562,Total Knee Arthroplasty Outcomes,D4,F22,S190,89862
T11138,Tribology and Lubrication Engineering,D1,F1,S5,89798
T11195,Simulation Techniques and Applications,D2,F14,S128,89607
T10520,Mycotoxins in Agriculture and Food,D3,F17,S146,89596
T11350,Sex work and related issues,D2,F13,S105,89569
T11825,Catalysis and Oxidation Reactions,D1,F10,S85,89488
T11467,Trauma and Emergency Care Studies,D4,F22,S213,89444
T12616,Religious Education and Schools,D2,F13,S107,89421
T10981,Cytomegalovirus and herpesvirus research,D4,F22,S193,89382
T11692,Noise Effects and Management,D4,F23,S230,89325
T10700,Metal Forming Simulation Techniques,D1,F1,S5,89250
T10416,Traumatic Brain Injury Research,D4,F22,S193,89191
T13772,Geomechanics and Mining Engineering,D1,F1,S10,89179
T11999,Empathy and Medical Education,D4,F22,S202,89151
T13222,"Caribbean history, culture, and politics",D2,F13,S112,89050
T10352,Physical Activity and Health,D4,F22,S166,89034
T10063,Nanoparticle-Based Drug Delivery,D1,F5,S47,88960
T10452,Iron Metabolism and Disorders,D4,F22,S216,88888
T10420,Intracranial Aneurysms: Treatment and Complications,D4,F22,S172,88826
T10921,Neutrino Physics Research,D1,F2,S17,88755
T12286,Erythrocyte Function and Pathophysiology,D4,F22,S166,88743
T11855,Gastrointestinal disorders and treatments,D4,F22,S190,88720
T14337,"Religious, Philosophical, and Educational Studies",D2,F13,S105,88718
T10822,Acoustic Wave Phenomena Research,D1,F1,S8,88666
T11660,Blood groups and transfusion,D4,F22,S216,88659
T10904,Embedded Systems Design Techniques,D1,F3,S30,88560
T10673,Gestational Diabetes Research and Management,D4,F22,S191,88543
T10588,Mathematical Dynamics and Fractals,D1,F8,S73,88522
T14018,Agriculture and Biological Studies,D3,F17,S154,88516
T11247,Plant nutrient uptake and metabolism,D3,F17,S146,88507
T11065,Insect Pest Control Strategies,D3,F17,S146,88472
T10344,Management and Organizational Studies,D2,F16,S141,88439
T13135,"Communism, Protests, Social Movements",D2,F13,S105,88438
T11549,Synthetic Organic Chemistry Methods,D1,F7,S63,88417
T11047,Gender Diversity and Inequality,D2,F13,S122,88414
T14193,Literature and Cultural Memory,D2,F12,S93,88409
T12852,Chemical Thermodynamics and Molecular Structure,D1,F7,S63,88408
T14061,Educational Practices and Policies,D2,F13,S107,88329
T10335,Colorectal Cancer Surgical Treatments,D4,F22,S204,88303
T11673,Advanced Topics in Algebra,D1,F8,S74,88300
T10641,Central Venous Catheters and Hemodialysis,D4,F23,S227,88268
T11221,Bone health and treatments,D4,F22,S204,88267
T10365,Gastrointestinal motility and disorders,D4,F22,S220,88251
T10275,2D Materials and Applications,D1,F5,S46,88247
T14378,Entomological Studies and Ecology,D3,F17,S148,88216
T14462,Educational Methods and Impacts,D2,F13,S107,88173
T12132,Hymenoptera taxonomy and phylogeny,D3,F17,S148,87970
T11135,Virology and Viral Diseases,D4,F22,S193,87897
T13134,Latin American Literature Studies,D2,F13,S112,87875
T11459,Arctic and Antarctic ice dynamics,D1,F6,S55,87859
T10178,Cancer survivorship and care,D4,F22,S204,87805
T10799,Data Visualization and Analytics,D1,F3,S28,87779
T11209,Cardiovascular and exercise physiology,D4,F22,S197,87716
T11112,Viral Infections and Immunology Research,D4,F22,S196,87698
T10619,Esophageal Cancer Research and Treatment,D4,F22,S190,87571
T13113,Engineering Technology and Methodologies,D1,F1,S7,87568
T11658,Esophageal and GI Pathology,D4,F22,S190,87528
T11995,"FinTech, Crowdfunding, Digital Finance",D2,F16,S139,87525
T13745,Media and Digital Communication,D1,F3,S29,87425
T13447,Educational and Psychological Assessments,D2,F15,S134,87326
T13269,Orthoptera Research and Taxonomy,D3,F17,S148,87318
T12206,Vibration and Dynamic Analysis,D1,F1,S9,87271
T11942,Transportation and Mobility Innovations,D1,F1,S15,87256
T10136,Statistical Methods and Inference,D1,F8,S70,87239
T12872,Philippine History and Culture,D2,F13,S106,87214
T12770,Amino Acid Enzymes and Metabolism,D3,F18,S165,87168
T11090,Dark Matter and Cosmic Phenomena,D1,F2,S17,87105
T14257,Advanced Measurement and Detection Methods,D1,F1,S2,87032
T10375,Pharmacogenetics and Drug Metabolism,D3,F21,S185,87013
T10919,Neurological disorders and treatments,D4,F22,S172,87010
T10600,Reproductive Health and Contraception,D4,F22,S192,86956
T13327,"Arts, Culture, and Music Studies",D2,F13,S112,86920
T10221,Composite Structure Analysis and Optimization,D1,F1,S10,86914
T10882,Cardiomyopathy and Myosin Studies,D4,F22,S196,86884
T11353,Venomous Animal Envenomation and Studies,D3,F18,S159,86863
T11740,Geochemistry and Elemental Analysis,D1,F6,S60,86855
T11375,Geotechnical Engineering and Soil Stabilization,D1,F1,S6,86854
T10176,Mesenchymal stem cell research,D4,F22,S159,86811
T13364,"Digitalization, Law, and Regulation",D2,F13,S110,86743
T13270,QR Code Applications and Technologies,D1,F3,S26,86660
T10519,Advanced Proteomics Techniques and Applications,D1,F7,S64,86493
T10877,Allergic Rhinitis and Sensitization,D4,F22,S210,86374
T10671,Gastroesophageal reflux and treatments,D4,F22,S220,86359
T11379,Rheology and Fluid Dynamics Studies,D1,F10,S84,86317
T10336,Cancer Cells and Metastasis,D4,F22,S204,86285
T10558,Advancements in Semiconductor Devices and Circuit Design,D1,F1,S2,86272
T11295,Counseling Practices and Supervision,D2,F15,S132,86262
T10125,Advanced Wireless Communication Techniques,D1,F1,S2,86174
T12667,Economic and Technological Developments in Russia,D2,F13,S117,86097
T10583,Cancer-related Molecular Pathways,D4,F22,S204,86058
T10304,Geometric and Algebraic Topology,D1,F8,S69,86052
T10834,Welding Techniques and Residual Stresses,D1,F1,S5,86038
T10447,Environmental Toxicology and Ecotoxicology,D1,F4,S44,86004
T11028,Social Work Education and Practice,D2,F13,S115,85999
T10272,Mental Health Treatment and Access,D2,F15,S132,85929
T13174,American and British Literature Analysis,D2,F12,S93,85917
T10072,Science Education and Pedagogy,D2,F13,S107,85867
T10985,Sleep and Wakefulness Research,D3,F19,S173,85848
T11460,Analytical Methods in Pharmaceuticals,D1,F7,S67,85769
T13334,South Asian Cinema and Culture,D2,F12,S103,85755
T10321,Quantum Dots Synthesis And Properties,D1,F5,S46,85733
T12652,International Maritime Law Issues,D1,F4,S37,85658
T12842,"Youth, Drugs, and Violence",D2,F13,S114,85602
T10052,Medical Image Segmentation Techniques,D1,F3,S28,85597
T11223,Maritime Ports and Logistics,D1,F1,S7,85568
T10045,Organic Electronics and Photovoltaics,D1,F1,S2,85554
T10949,Genetic Neurodegenerative Diseases,D3,F19,S171,85538
T10628,China's Socioeconomic Reforms and Governance,D2,F13,S108,85533
T11510,Reproductive System and Pregnancy,D3,F20,S179,85387
T12480,Health and Wellbeing Research,D4,F23,S224,85333
T12171,Open Education and E-Learning,D1,F3,S27,85310
T12147,Urban and Rural Development Challenges,D2,F13,S111,85291
T10675,Mechanical Circulatory Support Devices,D1,F1,S8,85262
T13123,Advances in Oncology and Radiotherapy,D4,F22,S198,85258
T10889,Soil erosion and sediment transport,D3,F17,S152,85257
T10797,Accounting and Organizational Management,D2,F16,S139,85237
T10786,Maternal Mental Health During Pregnancy and Postpartum,D4,F22,S192,85188
T11181,Advanced Data Storage Technologies,D1,F3,S29,85151
T12728,Demographic Trends and Gender Preferences,D2,F13,S122,85096
T10292,Acute Myocardial Infarction Research,D4,F22,S196,85087
T12043,Insect behavior and control techniques,D3,F17,S147,85056
T11075,Insect Resistance and Genetics,D3,F18,S158,85003
T11712,Intergenerational Family Dynamics and Caregiving,D2,F13,S105,84994
T12408,Educational Innovations and Challenges,D1,F3,S26,84984
T11129,Photochemistry and Electron Transfer Studies,D1,F7,S62,84936
T10668,Endometrial and Cervical Cancer Treatments,D4,F22,S191,84923
T11541,Neuroendocrine regulation and behavior,D2,F15,S132,84910
T11663,Viral Infectious Diseases and Gene Expression in Insects,D3,F18,S158,84886
